id,missing_count,hallucinated_count,contradictions_count,ref_precision,ref_recall,ref_f1,bleu,rouge_l_f
ex_000370,2,2,0,1.0,1.0,1.0,1.0,1.0
ex_000371,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000372,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000373,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000374,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000375,0,0,0,1.0,1.0,1.0,0.9718261914310924,0.9888888888888889
ex_000376,0,0,0,0.0,0.0,0.0,0.9909662727025447,0.996415770609319
ex_000377,0,0,0,0.0,0.0,0.0,0.9797142450442935,0.9919678714859438
ex_000378,0,2,0,1.0,1.0,1.0,0.9755469961208105,0.9903381642512077
ex_000379,2,0,0,1.0,1.0,1.0,1.0,1.0
ex_000380,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000381,0,1,0,1.0,1.0,1.0,0.9799586015895833,0.9920424403183024
ex_000382,1,2,0,1.0,1.0,1.0,0.9786759700722572,0.9915611814345991
ex_000383,0,2,0,1.0,1.0,1.0,0.9884653417767986,0.9954337899543378
ex_000384,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000385,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000386,0,2,0,1.0,0.8333333333333334,0.9090909090909091,0.9518876795115444,0.9794871794871794
ex_000387,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000388,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000389,0,0,0,0.0,0.0,0.0,0.9899895766450997,0.996031746031746
ex_000390,0,0,0,1.0,1.0,1.0,0.9728954633248419,0.9893048128342246
ex_000391,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000392,2,1,0,1.0,1.0,1.0,1.0,1.0
ex_000393,0,0,0,0.0,0.0,0.0,0.9777259261726056,0.9911894273127754
ex_000394,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000395,0,0,0,0.5,0.5,0.5,0.9909005086067052,0.9963898916967509
ex_000396,2,0,0,0.0,0.0,0.0,1.0,1.0
ex_000397,0,2,0,1.0,1.0,1.0,0.9604653585452543,0.984375
ex_000398,0,3,0,1.0,1.0,1.0,1.0,1.0
ex_000399,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000400,0,0,0,0.0,0.0,0.0,0.9893043084862078,0.9957627118644068
ex_000401,0,3,3,1.0,1.0,1.0,0.9492219819737245,0.979933110367893
ex_000402,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000403,0,0,0,1.0,1.0,1.0,0.954531769321662,0.9820627802690582
ex_000404,2,0,0,1.0,1.0,1.0,1.0,1.0
ex_000405,0,0,0,0.0,0.0,0.0,0.9710663996342499,0.9885496183206107
ex_000406,0,0,0,1.0,1.0,1.0,0.9792080626531453,0.9917695473251029
ex_000407,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000408,0,1,0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.92969754232408,0.9723502304147466
ex_000409,0,1,0,1.0,1.0,1.0,0.9742894220755406,0.9898477157360406
ex_000410,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000411,0,1,0,1.0,1.0,1.0,0.9728473812160531,0.989247311827957
ex_000412,0,1,4,1.0,1.0,1.0,1.0,1.0
ex_000413,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000414,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000415,1,2,0,1.0,1.0,1.0,0.988023243499516,0.995260663507109
ex_000416,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000417,0,0,0,1.0,1.0,1.0,0.9879073721675564,0.9952153110047847
ex_000418,0,1,0,1.0,1.0,1.0,0.9901860678699627,0.9961089494163424
ex_000419,2,4,0,1.0,1.0,1.0,1.0,1.0
ex_000420,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000421,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000422,1,2,3,1.0,1.0,1.0,0.9883579057291517,0.9953917050691244
ex_000423,0,2,0,1.0,1.0,1.0,0.8967607223184987,0.959731543624161
ex_000424,1,2,0,1.0,1.0,1.0,0.9307063134819451,0.9722222222222222
ex_000425,0,1,0,1.0,1.0,1.0,0.944850592673126,0.9782608695652174
ex_000426,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000427,0,1,0,1.0,1.0,1.0,0.9915179845342978,0.9966329966329966
ex_000428,0,0,0,1.0,0.6666666666666666,0.8,0.9439885369653932,0.9774011299435028
ex_000429,0,1,0,1.0,1.0,1.0,0.9901860678699627,0.9961089494163424
ex_000430,0,0,0,0.0,0.0,0.0,0.9906973428121923,0.996309963099631
ex_000431,0,0,0,1.0,1.0,1.0,0.9877892367547221,0.9951690821256038
ex_000432,0,3,0,1.0,1.0,1.0,0.964822793757405,0.9861111111111112
ex_000433,2,0,0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9866834461262846,0.9947368421052631
ex_000434,0,2,0,1.0,1.0,1.0,0.9866834461262846,0.9947368421052631
ex_000435,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000436,0,3,4,1.0,1.0,1.0,1.0,1.0
ex_000437,1,0,0,0.0,0.0,0.0,0.9812368675379016,0.9925650557620818
ex_000438,0,0,0,1.0,1.0,1.0,0.9721402119251268,0.989010989010989
ex_000439,0,0,0,1.0,1.0,1.0,0.9870289308045274,0.9948717948717949
ex_000440,1,1,0,1.0,1.0,1.0,0.9881929457145813,0.9953271028037384
ex_000441,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000442,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000443,0,1,3,1.0,1.0,1.0,1.0,1.0
ex_000444,1,1,0,1.0,1.0,1.0,0.9890225062428615,0.9956521739130435
ex_000445,1,3,3,1.0,1.0,1.0,0.9838431679164993,0.9936305732484076
ex_000446,0,0,0,0.5,0.5,0.5,0.975900622784286,0.9904761904761905
ex_000447,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000448,1,4,0,1.0,1.0,1.0,0.989949330384878,0.9960159362549801
ex_000449,0,4,2,1.0,1.0,1.0,0.9893043084862078,0.9957627118644068
ex_000450,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000451,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000452,0,0,0,1.0,1.0,1.0,0.967278826355373,0.9870689655172413
ex_000453,0,2,0,1.0,1.0,1.0,0.989070500037052,0.9956709956709957
ex_000454,1,0,0,1.0,1.0,1.0,0.989908759189579,0.996
ex_000455,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000456,1,0,0,1.0,1.0,1.0,0.9882484493883118,0.9953488372093023
ex_000457,0,0,0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9895720039677972,0.9958677685950413
ex_000458,0,4,0,1.0,1.0,1.0,1.0,1.0
ex_000459,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000460,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000461,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000462,0,0,0,1.0,1.0,1.0,0.990766065358046,0.9963369963369964
ex_000463,2,0,0,1.0,1.0,1.0,1.0,1.0
ex_000464,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000465,0,0,0,1.0,1.0,1.0,0.9887254519239596,0.9955357142857143
ex_000466,0,0,0,0.0,0.0,0.0,0.9892119959406719,0.9957264957264957
ex_000467,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000468,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000469,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000470,1,0,0,1.0,1.0,1.0,0.9863935179707369,0.9946236559139785
ex_000471,0,2,0,1.0,1.0,1.0,1.0,1.0
ex_000472,0,3,0,1.0,0.8333333333333334,0.9090909090909091,0.9717210593477716,0.9888059701492538
ex_000473,0,1,0,1.0,1.0,1.0,0.986167648730625,0.994535519125683
ex_000474,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000475,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000476,0,2,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9888262404605161,0.995575221238938
ex_000477,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000478,1,1,0,1.0,1.0,1.0,0.9784925012146011,0.9914893617021276
ex_000479,1,5,2,1.0,0.9,0.9473684210526316,0.9579019573273924,0.9810606060606061
ex_000480,0,1,0,1.0,1.0,1.0,0.9819807370061823,0.9928571428571429
ex_000481,0,1,0,0.4,0.4,0.4000000000000001,0.9733292705202031,0.9894736842105263
ex_000482,3,0,0,1.0,1.0,1.0,0.9877892367547221,0.9951690821256038
ex_000483,1,0,0,1.0,1.0,1.0,0.9877892367547221,0.9951690821256038
ex_000484,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000485,0,0,0,1.0,1.0,1.0,0.9879073721675564,0.9952153110047847
ex_000486,1,0,0,1.0,1.0,1.0,0.9871621564653424,0.9949238578680203
ex_000487,0,6,3,1.0,1.0,1.0,0.9913116326190065,0.996551724137931
ex_000488,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000489,1,0,0,1.0,1.0,1.0,0.9777259261726056,0.9911894273127754
ex_000490,0,2,0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9863190523811637,0.9945945945945946
ex_000491,0,0,0,0.0,0.0,0.0,0.9742894220755406,0.9898477157360406
ex_000492,1,0,0,1.0,1.0,1.0,0.991631557876558,0.9966777408637874
ex_000493,0,0,0,0.0,0.0,0.0,0.9637612428522924,0.985663082437276
ex_000494,2,0,0,0.0,0.0,0.0,0.9902244440514935,0.9961240310077519
ex_000495,2,1,0,1.0,1.0,1.0,1.0,1.0
ex_000496,0,3,0,1.0,1.0,1.0,0.9699052285014556,0.9880952380952381
ex_000497,0,0,0,1.0,1.0,1.0,0.9716140147642724,0.9887640449438202
ex_000498,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000499,2,1,0,1.0,1.0,1.0,1.0,1.0
ex_000500,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000501,0,0,0,0.0,0.0,0.0,0.9897850561577881,0.9959514170040485
ex_000502,0,0,0,1.0,1.0,1.0,0.9497274091654372,0.9802631578947368
ex_000503,0,1,0,1.0,1.0,1.0,0.9889252428787272,0.9956140350877193
ex_000504,0,0,0,0.0,0.0,0.0,0.9719327443037048,0.9888888888888889
ex_000505,0,1,0,0.8,0.8,0.8000000000000002,0.9908672661704437,0.9963768115942029
ex_000506,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_000507,2,1,0,1.0,1.0,1.0,1.0,1.0
ex_000508,1,2,0,1.0,1.0,1.0,1.0,1.0
ex_000509,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000510,1,1,0,1.0,1.0,1.0,0.9885183195908568,0.9954545454545455
ex_000511,1,2,0,1.0,1.0,1.0,0.9500674254449917,0.9802631578947368
ex_000512,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000513,3,0,0,0.3333333333333333,0.25,0.28571428571428575,0.9601488274594508,0.9842931937172775
ex_000514,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000515,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000516,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000517,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000518,1,0,0,1.0,1.0,1.0,0.9898678591079547,0.9959839357429718
ex_000519,0,0,0,1.0,1.0,1.0,0.9702632509956205,0.9882352941176471
ex_000520,1,2,3,1.0,1.0,1.0,1.0,1.0
ex_000521,0,0,0,1.0,1.0,1.0,0.9915179845342978,0.9966329966329966
ex_000522,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000523,0,0,0,0.0,0.0,0.0,0.9870958875144462,0.9948979591836735
ex_000524,0,2,3,1.0,1.0,1.0,1.0,1.0
ex_000525,1,4,0,1.0,1.0,1.0,1.0,1.0
ex_000526,1,2,0,1.0,1.0,1.0,0.9900295018584484,0.9960474308300395
ex_000527,0,0,0,0.0,0.0,0.0,1.0,1.0
ex_000528,0,0,0,0.0,0.0,0.0,0.9744209712697074,0.98989898989899
ex_000529,0,1,0,1.0,1.0,1.0,0.9874835464564958,0.995049504950495
ex_000530,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000531,0,0,0,1.0,1.0,1.0,0.9894398525264839,0.99581589958159
ex_000532,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_000533,2,0,0,1.0,1.0,1.0,1.0,1.0
ex_000534,0,2,0,1.0,1.0,1.0,0.9902244440514935,0.9961240310077519
ex_000535,0,0,0,1.0,1.0,1.0,0.9876687702431277,0.9951219512195122
ex_000536,0,2,0,1.0,1.0,1.0,0.9922778027462396,0.9969325153374233
ex_000537,0,0,0,1.0,1.0,1.0,0.9901860678699627,0.9961089494163424
ex_000538,0,1,2,1.0,1.0,1.0,0.9903377926228485,0.9961685823754789
ex_000539,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000540,0,0,0,1.0,1.0,1.0,0.9827277469648833,0.9931506849315068
ex_000541,1,1,0,1.0,1.0,1.0,1.0,1.0
ex_000542,0,0,0,1.0,1.0,1.0,0.9789453779159841,0.9916666666666667
ex_000543,1,0,0,0.0,0.0,0.0,1.0,1.0
ex_000544,1,0,0,1.0,1.0,1.0,0.9909987995529367,0.9964285714285714
ex_000545,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000546,1,0,0,1.0,1.0,1.0,1.0,1.0
ex_000547,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000548,0,0,0,1.0,1.0,1.0,0.9904119091631277,0.9961977186311787
ex_000549,1,1,0,0.8571428571428571,0.75,0.7999999999999999,0.9143521315563808,0.9625000000000001
ex_000550,1,2,0,1.0,1.0,1.0,0.9736108410551308,0.9895833333333334
ex_000551,0,0,0,1.0,1.0,1.0,1.0,1.0
ex_000552,1,2,0,1.0,1.0,1.0,0.9737042813635245,0.9895833333333334
ex_000553,1,0,0,0.0,0.0,0.0,0.9712879620975059,0.9886363636363636
ex_000554,0,1,0,1.0,1.0,1.0,1.0,1.0
ex_000555,0,3,0,1.0,1.0,1.0,1.0,1.0
ex_000556,2,0,0,0.0,0.0,0.0,0.9686645571028818,0.9871794871794872
ex_000557,2,3,4,1.0,1.0,1.0,1.0,1.0
